full_name;job_titel_ID;overtime_minuteses;final_payment;paymen_date
Kristy Heidenreich;1;3;1;24.04.2024
Tamara RauReilly;2;3;2;24.04.2024
Mrs. Tammy Kovacek;3;4;3;24.04.2024
Ignacio Lockman;4;3;5;24.04.2024
Violet Hettinger;5;2;4;24.04.2024
Lawrence Littel;6;0;1;24.04.2024
Miranda Labadie;7;1;1;24.04.2024
Miguel Labadie;8;2;5;24.04.2024
Hazel Ledner;9;0;1;24.04.2024
Alberta Hartmann;10;1;2;24.04.2024
Anthony Trantow;1;0;5;24.04.2024
Mike Runolfsdottir;2;0;4;24.04.2024
Caroline Weber;3;1;5;24.04.2024
Shelley Frami;4;3;2;24.04.2024
Brenda KemmerKoch;5;4;1;24.04.2024
Gloria Brakus;6;2;4;24.04.2024
Ross Jenkins;7;2;1;24.04.2024
Lester Berge;8;4;3;24.04.2024
Leonard Prohaska;9;1;0;24.04.2024
Kim Friesen IV;10;2;3;24.04.2024
Ed Erdman I;1;2;2;24.04.2024
Thelma Heaney;2;1;2;24.04.2024
Juan Breitenberg;3;4;2;24.04.2024
Horace Miller;4;0;4;24.04.2024
Salvador Harris;5;1;1;24.04.2024
Stephanie Metz;6;1;4;24.04.2024
Tracey Fadel;7;5;2;24.04.2024
Raymond Kihn;8;1;4;24.04.2024
Melinda Walker;9;2;2;24.04.2024
Hannah Barton;10;4;4;24.04.2024
Shannon Durgan V;1;1;0;24.04.2024
Cecil Huels V;2;1;0;24.04.2024
Morris Okuneva Jr.;3;3;2;24.04.2024
Edward Schumm;4;5;1;24.04.2024
Maurice Hettinger;5;4;4;24.04.2024
Claude McGlynn;6;1;2;24.04.2024
Antoinette Willms Sr.;7;0;5;24.04.2024
Ms. Teresa Kovacek;8;5;1;24.04.2024
Marcus Mraz;9;5;1;24.04.2024
Darin Brekke;10;4;4;24.04.2024
Mr. Clinton Yundt;1;5;5;24.04.2024
Mrs. Ella Olson;2;5;5;24.04.2024
Natasha Thiel;3;0;0;24.04.2024
Leah Stokes;4;3;4;24.04.2024
Earnest Spinka Jr.;5;3;3;24.04.2024
Erik Rolfson;6;5;0;24.04.2024
Bethany Roob;7;2;3;24.04.2024
Claudia Gibson;8;3;0;24.04.2024
Dr. Lance Jones;9;4;3;24.04.2024
Alison Balistreri;10;3;5;24.04.2024
Mr. Robin Doyle;1;4;5;24.04.2024
Ethel Emmerich Sr.;2;2;0;24.04.2024
Gail Lynch;3;3;2;24.04.2024
Victoria Dickinson;4;0;4;24.04.2024
Claire Moore;5;2;5;24.04.2024
Tonya Schowalter;6;5;2;24.04.2024
Carla Parker;7;0;1;24.04.2024
Rachel MurazikLeuschke;8;1;2;24.04.2024
Krista Russel I;9;1;5;24.04.2024
Mamie Hilll IV;10;4;0;24.04.2024
Connie Kuhic;1;5;2;24.04.2024
Forrest Weimann;2;4;0;24.04.2024
Rachel Lakin;3;3;5;24.04.2024
Matthew Harvey;4;1;1;24.04.2024
Delores Kutch;5;1;4;24.04.2024
Bill Bayer III;6;2;5;24.04.2024
Gary Witting;7;0;3;24.04.2024
Wade Raynor;8;3;0;24.04.2024
Ronald Olson Sr.;9;4;0;24.04.2024
Darin Klein;10;2;0;24.04.2024
Christie Wyman DVM;1;5;2;24.04.2024
Monica Ward II;2;3;1;24.04.2024
Rosie Gleichner;3;0;0;24.04.2024
Dr. Irene King;4;4;4;24.04.2024
Vanessa Rempel;5;1;4;24.04.2024
Julia Conn;6;1;3;24.04.2024
Eva Kuvalis;7;5;5;24.04.2024
Blake Block;8;2;0;24.04.2024
Gertrude Kunde;9;3;0;24.04.2024
Michael Bergstrom;10;1;2;24.04.2024
Kristie Jerde;1;4;3;24.04.2024
Charles Farrell;2;2;5;24.04.2024
Georgia Bogan;3;1;2;24.04.2024
Ira Franecki;4;0;3;24.04.2024
Bobby Pouros;5;4;4;24.04.2024
Gary Connelly;6;0;0;24.04.2024
Lynn Bruen;7;2;3;24.04.2024
Teresa Cole;8;1;0;24.04.2024
Jill Barton III;9;1;3;24.04.2024
Jacob Kunde;10;0;4;24.04.2024
Patti Block;1;2;1;24.04.2024
Roderick Bruen;2;0;5;24.04.2024
Kathleen Crooks;3;1;2;24.04.2024
Dr. Christy Barton;4;4;5;24.04.2024
Andrea Dickens V;5;0;3;24.04.2024
Alyssa Roob;6;3;5;24.04.2024
Dr. Pamela Beer;7;5;1;24.04.2024
Cody Raynor;8;3;2;24.04.2024
Elsie Olson;9;5;4;24.04.2024
Muriel OrnRempel II;10;5;1;24.04.2024
Viola Tremblay;1;4;3;24.04.2024
Andres McGlynn;2;0;1;24.04.2024
Homer Mayer PhD;3;0;2;24.04.2024
Rufus Bogan;4;3;2;24.04.2024
Albert Kozey;5;3;3;24.04.2024
Jonathan Wisozk;6;5;5;24.04.2024
Angelina Leuschke;7;2;4;24.04.2024
Conrad Ledner;8;0;5;24.04.2024
Juana Runolfsson;9;0;0;24.04.2024
Dr. Cody Ebert;10;1;0;24.04.2024
Mr. Ernesto Kassulke;1;2;2;24.04.2024
Jaime Harris;2;4;2;24.04.2024
Rose Sauer;3;4;0;24.04.2024
Bert Beier DDS;4;5;4;24.04.2024
Chad Nader;5;0;2;24.04.2024
Loretta Spencer;6;2;5;24.04.2024
Peter ReillyFeeney;7;0;3;24.04.2024
Mr. Leon Strosin;8;4;4;24.04.2024
Cheryl Gislason;9;2;1;24.04.2024
Tiffany Pollich;10;3;5;24.04.2024
Ann Bartoletti;1;2;0;24.04.2024
Darla Kuphal;2;2;1;24.04.2024
Carroll Reinger;3;5;2;24.04.2024
Rosemarie Barton;4;5;0;24.04.2024
Leroy Roberts Jr.;5;3;4;24.04.2024
Mr. Doyle Bartoletti;6;5;2;24.04.2024
Guy Swift;7;3;3;24.04.2024
Ted Satterfield;8;1;1;24.04.2024
Frankie Anderson;9;2;2;24.04.2024
Bill Rutherford;10;2;2;24.04.2024
Clark Homenick;1;3;3;24.04.2024
Lee Predovic;2;0;3;24.04.2024
Mr. Ryan Bergnaum;3;0;3;24.04.2024
Lisa Hartmann;4;4;0;24.04.2024
Claude Champlin;5;0;5;24.04.2024
Perry Rippin II;6;4;0;24.04.2024
Carole Friesen;7;1;5;24.04.2024
Joyce Jacobi;8;0;5;24.04.2024
Felipe Reinger;9;2;3;24.04.2024
Bertha Hansen;10;4;5;24.04.2024
Gary Jacobs;1;5;2;24.04.2024
Sandra Welch;2;2;2;24.04.2024
Wanda Jenkins;3;2;3;24.04.2024
Tamara Steuber;4;5;5;24.04.2024
Brendan Wilderman DVM;5;4;1;24.04.2024
Rachel Feest;6;1;4;24.04.2024
Myrtle Oberbrunner;7;4;2;24.04.2024
Esther Stanton DVM;8;0;1;24.04.2024
Mr. Derek Lowe;9;3;1;24.04.2024
Monique Dooley PhD;10;3;4;24.04.2024
Dr. Homer Rutherford Sr.;1;3;1;24.04.2024
Arlene Rath;2;4;0;24.04.2024
Brian Corwin;3;0;5;24.04.2024
Lori Strosin;4;0;1;24.04.2024
Viola Ratke MD;5;1;1;24.04.2024
Lonnie Rice;6;2;3;24.04.2024
Steve Shanahan;7;5;5;24.04.2024
Dr. Karl Carter;8;5;2;24.04.2024
Carlton Hyatt;9;1;3;24.04.2024
Jenny GusikowskiNikolaus;10;2;3;24.04.2024
Jake Schmitt;1;2;4;24.04.2024
Christine Kozey;2;0;5;24.04.2024
Allen Kerluke;3;3;2;24.04.2024
Marian Breitenberg;4;0;2;24.04.2024
Maxine Abshire;5;2;4;24.04.2024
Dallas Rolfson;6;1;4;24.04.2024
Miss Sheila Herman;7;0;1;24.04.2024
Vernon Crona V;8;4;1;24.04.2024
Guy LemkeLangosh;9;0;4;24.04.2024
Suzanne Toy;10;4;5;24.04.2024
Yvette Barrows;1;0;5;24.04.2024
Mattie WiegandStehr;2;5;4;24.04.2024
Ms. Mona Berge;3;4;1;24.04.2024
Miss Kayla Rodriguez;4;3;0;24.04.2024
Mr. Tony Ward;5;3;4;24.04.2024
Nathan Zboncak;6;1;4;24.04.2024
Wallace Wyman;7;4;4;24.04.2024
Doreen Johnson;8;0;1;24.04.2024
Mr. Julian Botsford;9;3;1;24.04.2024
Connie SpencerLakin;10;5;5;24.04.2024
Edwin Lubowitz;1;0;3;24.04.2024
Mildred Baumbach;2;0;5;24.04.2024
Spencer Strosin;3;1;4;24.04.2024
Ronnie Becker;4;0;0;24.04.2024
Jeanette Hoeger;5;3;2;24.04.2024
Milton Schowalter;6;1;0;24.04.2024
Jake Kozey;7;2;1;24.04.2024
Salvatore Gutkowski;8;0;3;24.04.2024
Phyllis Balistreri;9;0;2;24.04.2024
Julian Weimann;10;5;2;24.04.2024
Richard HilpertMueller;1;4;2;24.04.2024
Shari Sauer;2;3;5;24.04.2024
Kay Rippin;3;3;1;24.04.2024
Kerry Harvey;4;0;1;24.04.2024
Glenda Schroeder;5;3;0;24.04.2024
Danny Hauck;6;2;0;24.04.2024
Gloria Murazik;7;1;4;24.04.2024
Loren Carroll;8;0;3;24.04.2024
Bernard Mayer;9;4;1;24.04.2024
Evan Price Sr.;10;1;2;24.04.2024
Chad KemmerNitzsche;1;5;4;24.04.2024
Gwen King;2;2;3;24.04.2024
Rudolph Lockman;3;5;2;24.04.2024
Neil Hegmann;4;5;5;24.04.2024
James Will;5;5;3;24.04.2024
Wesley Konopelski;6;4;3;24.04.2024
Anne Frami;7;1;3;24.04.2024
Kelvin Waters;8;4;2;24.04.2024
Nadine Nitzsche;9;0;2;24.04.2024
Dorothy Beatty;10;1;0;24.04.2024
Lawrence Kessler III;1;0;4;24.04.2024
Ms. Karen Rogahn;2;2;2;24.04.2024
Maureen Windler;3;3;3;24.04.2024
Ron Schaefer;4;5;5;24.04.2024
Patty O'Kon;5;4;4;24.04.2024
Jake Rempel;6;0;4;24.04.2024
Irma Schneider;7;5;0;24.04.2024
Don Hickle;8;5;2;24.04.2024
Pam Witting;9;4;0;24.04.2024
Timothy Kovacek;10;2;4;24.04.2024
Ruby Turner;1;0;2;24.04.2024
Spencer Swaniawski;2;1;0;24.04.2024
Alton Wiegand;3;4;5;24.04.2024
Jamie Trantow;4;1;1;24.04.2024
Jaime Ortiz;5;4;4;24.04.2024
Cecelia Hansen;6;5;5;24.04.2024
Micheal Buckridge;7;3;1;24.04.2024
Howard Robel;8;1;4;24.04.2024
Dixie Ondricka;9;4;5;24.04.2024
Clay Kub V;10;1;0;24.04.2024
Dr. Kellie Kuhn I;1;1;2;24.04.2024
Shaun Simonis DDS;2;0;0;24.04.2024
Clinton Rowe;3;2;0;24.04.2024
Tara Morissette;4;5;3;24.04.2024
Geoffrey Abshire;5;3;5;24.04.2024
Mrs. Kendra Hayes I;6;5;1;24.04.2024
Sonia Rodriguez;7;0;3;24.04.2024
Mr. Pedro Renner;8;1;2;24.04.2024
Ms. Nettie Walsh;9;5;3;24.04.2024
Alice MacGyver;10;5;1;24.04.2024
Owen McLaughlin;1;1;1;24.04.2024
Marcella Walsh;2;4;2;24.04.2024
Henrietta Bailey;3;4;2;24.04.2024
Myra Hoeger;4;2;4;24.04.2024
Beth Feeney;5;3;2;24.04.2024
Jermaine Nitzsche;6;2;1;24.04.2024
Dr. Ruben Tillman MD;7;2;1;24.04.2024
Ms. Lora Kuvalis;8;2;5;24.04.2024
Tomas Bauch V;9;5;4;24.04.2024
Dr. Anita Paucek;10;3;5;24.04.2024
Wallace KubDooley;1;4;3;24.04.2024
Amanda Larson;2;2;3;24.04.2024
Juanita Emmerich;3;1;4;24.04.2024
Madeline Kiehn;4;2;4;24.04.2024
Elvira Brekke;5;3;2;24.04.2024
Kathy SteuberAbernathy;6;5;2;24.04.2024
Jenny Lynch PhD;7;3;2;24.04.2024
Randall Schultz;8;0;4;24.04.2024
Joan Bauch;9;5;4;24.04.2024
Mildred Kerluke;10;4;3;24.04.2024
Kathryn Huel;1;0;2;24.04.2024
Henrietta Nitzsche;2;2;1;24.04.2024
Sadie Sawayn;3;1;2;24.04.2024
Estelle Lynch;4;3;4;24.04.2024
Sylvester Bergstrom;5;3;5;24.04.2024
Gertrude Greenfelder;6;5;1;24.04.2024
Luther Parisian;7;3;2;24.04.2024
Mr. Merle O'Conner Jr.;8;3;5;24.04.2024
Traci Leffler;9;3;4;24.04.2024
Gina Krajcik;10;1;4;24.04.2024
Sam Blick;1;3;5;24.04.2024
Charlotte Ullrich;2;5;3;24.04.2024
Juan Baumbach;3;0;4;24.04.2024
Derrick Lowe;4;1;0;24.04.2024
Rhonda Kunze;5;5;0;24.04.2024
Gina White;6;4;0;24.04.2024
June Koelpin;7;5;1;24.04.2024
Tami Quigley MD;8;3;3;24.04.2024
Russell Raynor DDS;9;1;1;24.04.2024
Noah Morissette;10;2;3;24.04.2024
Dianna Bayer;1;0;3;24.04.2024
Eva Krajcik;2;2;1;24.04.2024
Leonard Stark;3;0;4;24.04.2024
Ross Hackett;4;5;3;24.04.2024
Frank Price I;5;3;1;24.04.2024
Brendan Pfeffer;6;1;1;24.04.2024
Charles Koelpin;7;0;2;24.04.2024
Dr. Clint Ondricka;8;2;5;24.04.2024
Dr. Michael Adams;9;3;0;24.04.2024
Josephine Daugherty;10;4;4;24.04.2024
Mamie Balistreri;1;4;2;24.04.2024
Kurt Barrows;2;2;1;24.04.2024
Naomi Koss;3;0;1;24.04.2024
Rhonda Schuppe;4;0;0;24.04.2024
Bernadette Hudson;5;0;3;24.04.2024
Julia Zboncak;6;4;4;24.04.2024
Dean Schuppe V;7;0;3;24.04.2024
Jacob Bradtke;8;2;4;24.04.2024
Della Schmeler;9;5;2;24.04.2024
Dr. Irvin BlickStrosin;10;0;4;24.04.2024
Sonja Littel II;1;3;3;24.04.2024
Joey Harber;2;5;5;24.04.2024
Wallace Champlin;3;3;1;24.04.2024
Hattie Bailey;4;4;2;24.04.2024
Emanuel Buckridge;5;3;0;24.04.2024
Julio Wuckert V;6;5;3;24.04.2024
Amelia Okuneva;7;3;1;24.04.2024
Gretchen DachWisoky;8;1;3;24.04.2024
Juanita Hirthe;9;2;3;24.04.2024
Lowell Feil;10;0;2;24.04.2024
Doris Kuphal;1;1;1;24.04.2024
Samantha Wyman;2;1;4;24.04.2024
Dr. Cornelius Wiegand;3;1;5;24.04.2024
Roosevelt Green;4;4;2;24.04.2024
Jody Rolfson;5;1;5;24.04.2024
Julie Rogahn;6;1;2;24.04.2024
Terence Marks;7;4;5;24.04.2024
Mrs. Jessie O'Reilly;8;4;3;24.04.2024
Rosemarie Rippin;9;5;0;24.04.2024
Miss Renee Donnelly;10;3;1;24.04.2024
Wilma Reichert;1;1;5;24.04.2024
Sandra Beatty;2;1;4;24.04.2024
Sonia Kub;3;1;5;24.04.2024
Catherine Gleason PhD;4;2;0;24.04.2024
Travis Kessler;5;5;3;24.04.2024
Mack Sauer;6;4;3;24.04.2024
Viola Maggio;7;3;0;24.04.2024
Isabel Stark;8;1;0;24.04.2024
Dr. Derek Doyle;9;5;1;24.04.2024
Toni Ortiz;10;4;0;24.04.2024
Luther Graham;1;3;0;24.04.2024
June Pfannerstill Sr.;2;3;2;24.04.2024
Alberta Schaden;3;2;3;24.04.2024
Spencer Raynor;4;5;4;24.04.2024
Julia Lemke;5;3;0;24.04.2024
William Hills;6;4;0;24.04.2024
Tyler Ziemann V;7;2;1;24.04.2024
Matt Berge;8;4;1;24.04.2024
Luke Kuvalis;9;3;5;24.04.2024
Dr. Lonnie Tromp;10;5;0;24.04.2024
Vera VonRueden;1;2;1;24.04.2024
Dominick Medhurst;2;2;5;24.04.2024
Dana RatkeCruickshank;3;5;5;24.04.2024
Mario Harvey;4;2;2;24.04.2024
Marcella Grimes;5;2;4;24.04.2024
Viola Kerluke;6;5;4;24.04.2024
Dennis Spencer;7;0;3;24.04.2024
Jamie HodkiewiczWisoky;8;1;5;24.04.2024
Phillip Hills;9;0;1;24.04.2024
Beatrice Hegmann;10;1;0;24.04.2024
Jorge Kulas;1;1;5;24.04.2024
Kim Kuhn;2;0;5;24.04.2024
Terrence Morar;3;4;0;24.04.2024
Randolph Schroeder;4;1;1;24.04.2024
Olive Langosh;5;5;4;24.04.2024
Harriet Walter;6;1;4;24.04.2024
Steve Armstrong;7;2;0;24.04.2024
Cathy Carter;8;3;3;24.04.2024
Johanna Klocko;9;4;3;24.04.2024
Denise Roberts;10;1;3;24.04.2024
Mrs. Judy McDermott;1;0;4;24.04.2024
Annette Stiedemann;2;3;3;24.04.2024
Terrance Abernathy DDS;3;1;3;24.04.2024
Lewis WhiteWiza II;4;4;2;24.04.2024
Susie Hayes;5;4;5;24.04.2024
Jody Cummings IV;6;1;4;24.04.2024
Olivia Ankunding;7;3;2;24.04.2024
Ms. Megan WhiteKuphal;8;3;2;24.04.2024
Gail Bosco;9;1;3;24.04.2024
Clark Schoen;10;4;3;24.04.2024
Natasha Witting;1;5;5;24.04.2024
Toni Hilpert;2;4;4;24.04.2024
Allison Tremblay;3;4;0;24.04.2024
Dr. Jeffrey Lesch III;4;5;4;24.04.2024
Ada Hermann;5;1;0;24.04.2024
Dianne Leffler;6;2;3;24.04.2024
Elena Rau;7;3;3;24.04.2024
Thelma Bins;8;1;1;24.04.2024
Elbert Raynor;9;1;2;24.04.2024
Ms. Gwen Schiller;10;0;5;24.04.2024
Florence Schimmel Sr.;1;3;1;24.04.2024
Jane Dare;2;0;5;24.04.2024
Antoinette PurdyTromp;3;1;5;24.04.2024
Rick Rohan;4;0;5;24.04.2024
Lucia Lang;5;4;3;24.04.2024
Dr. Lula Botsford;6;5;2;24.04.2024
Dr. Rogelio Prosacco;7;4;1;24.04.2024
Shawn Quigley;8;0;3;24.04.2024
Sue Fadel;9;5;1;24.04.2024
Tara Bogan;10;0;5;24.04.2024
Jean Murphy;1;2;3;24.04.2024
Jessica Blick;2;5;5;24.04.2024
Mr. Gerard Reynolds;3;4;0;24.04.2024
Cary Flatley;4;5;0;24.04.2024
Herman Tremblay;5;2;1;24.04.2024
Percy McCullough III;6;4;3;24.04.2024
Mack BinsSkiles;7;1;3;24.04.2024
Cedric Padberg;8;5;3;24.04.2024
Mabel Cartwright;9;5;5;24.04.2024
Rodolfo Lesch;10;1;0;24.04.2024
Miss Colleen Spencer;1;0;2;24.04.2024
Antonia Thompson;2;2;1;24.04.2024
Felipe Mitchell Sr.;3;1;3;24.04.2024
Harry Williamson;4;4;1;24.04.2024
Guadalupe Mitchell;5;2;1;24.04.2024
Silvia Dach;6;5;5;24.04.2024
Jeanne Hahn I;7;0;5;24.04.2024
Caroline Lockman;8;0;0;24.04.2024
Suzanne Crooks;9;1;3;24.04.2024
Antoinette Rutherford;10;1;2;24.04.2024
Eunice Ritchie DDS;1;1;0;24.04.2024
Edith Hermiston MD;2;2;0;24.04.2024
Zachary LindSteuber;3;3;4;24.04.2024
Gordon Walsh V;4;3;3;24.04.2024
Mr. Tommie Muller V;5;5;2;24.04.2024
Freddie Marquardt;6;0;2;24.04.2024
Wendy Wintheiser Sr.;7;5;4;24.04.2024
Dale Harris;8;0;2;24.04.2024
Tyrone Zemlak;9;5;1;24.04.2024
Perry Walker;10;4;2;24.04.2024
Marvin Kub;1;2;0;24.04.2024
Stewart Kovacek;2;1;4;24.04.2024
Amber Stokes;3;5;5;24.04.2024
Doug Reinger;4;2;5;24.04.2024
Melissa Heaney;5;0;2;24.04.2024
Viola McDermott Sr.;6;5;0;24.04.2024
Oliver Walter II;7;4;1;24.04.2024
Denise Mueller;8;3;2;24.04.2024
Mr. Rolando Mosciski;9;4;3;24.04.2024
Jana Zemlak;10;0;3;24.04.2024
Timothy Kling;1;3;4;24.04.2024
Donna Rogahn;2;5;0;24.04.2024
Melanie Kuphal;3;1;5;24.04.2024
Gertrude Stamm;4;5;3;24.04.2024
Charlotte Wisoky;5;0;3;24.04.2024
Debbie Denesik;6;3;2;24.04.2024
Dr. Derrick Crooks III;7;5;4;24.04.2024
Olga Bogan;8;4;3;24.04.2024
Calvin Boyer;9;3;2;24.04.2024
June Tillman;10;0;2;24.04.2024
Edwin Baumbach;1;4;2;24.04.2024
Gabriel Daugherty;2;2;5;24.04.2024
Mr. Kevin Conroy;3;4;0;24.04.2024
Tyrone Kub;4;3;0;24.04.2024
Edith Kiehn;5;2;4;24.04.2024
Mr. Curtis Streich;6;1;1;24.04.2024
Elena Koch;7;0;0;24.04.2024
Emily Keeling;8;2;4;24.04.2024
Jonathan Spinka DVM;9;4;3;24.04.2024
Miss Rachel Marvin;10;2;5;24.04.2024
Fannie Nader;1;3;4;24.04.2024
Felix Harber PhD;2;4;5;24.04.2024
Miranda Dach;3;4;0;24.04.2024
Stacy Lakin;4;0;0;24.04.2024
Frances Schuppe;5;3;2;24.04.2024
Ernesto Raynor;6;5;0;24.04.2024
Everett Heaney I;7;0;5;24.04.2024
Joshua Weber;8;3;1;24.04.2024
Armando Hagenes;9;4;2;24.04.2024
Erika Terry;10;1;4;24.04.2024
Frederick Brakus;1;3;0;24.04.2024
Constance McKenzie;2;4;0;24.04.2024
Guillermo White;3;0;4;24.04.2024
Eric Williamson;4;2;0;24.04.2024
Tracy Tromp DVM;5;2;3;24.04.2024
Jean VonRueden;6;2;4;24.04.2024
Jeanne Hilpert V;7;3;4;24.04.2024
Mrs. Alexandra Bayer;8;4;2;24.04.2024
Colin Corwin MD;9;4;5;24.04.2024
Aaron Kirlin;10;1;0;24.04.2024
Melinda Kutch;1;0;1;24.04.2024
Frederick Hintz;2;1;0;24.04.2024
Betty Pagac;3;5;1;24.04.2024
Rosie Hintz;4;4;4;24.04.2024
Brandi Klein;5;1;1;24.04.2024
Roland Tremblay DVM;6;3;2;24.04.2024
Randolph Ruecker;7;0;0;24.04.2024
Candace Funk;8;5;1;24.04.2024
Spencer Kuhic;9;4;3;24.04.2024
Darren Brakus;10;1;5;24.04.2024
Gregg Schiller;1;5;1;24.04.2024
Michele Hintz;2;4;5;24.04.2024
Ted Muller;3;1;5;24.04.2024
Katie Hoppe;4;5;5;24.04.2024
Evan Brekke;5;5;3;24.04.2024
Lucy Lowe;6;4;1;24.04.2024
Dr. Sue Osinski;7;0;2;24.04.2024
Georgia Kemmer DDS;8;5;3;24.04.2024
Dr. Eugene Kunde Jr.;9;2;2;24.04.2024
Mrs. Tammy Spinka;10;0;2;24.04.2024
Wm Grant;1;5;5;24.04.2024
Sherri Greenholt;2;1;3;24.04.2024
Johnnie Johnston;3;5;3;24.04.2024
Freda Boyle;4;4;2;24.04.2024
Sheila Upton;5;3;2;24.04.2024
Kerry Watsica;6;5;1;24.04.2024
Jill Ortiz;7;3;0;24.04.2024
Lola Hintz;8;5;0;24.04.2024
Perry Jakubowski V;9;1;1;24.04.2024
Roy Cruickshank;10;4;5;24.04.2024
Brenda Rempel;1;5;1;24.04.2024
Guy Labadie;2;3;3;24.04.2024
Margie Leffler;3;5;5;24.04.2024
Israel Boyer;4;1;0;24.04.2024
Mrs. Alma Legros;5;2;2;24.04.2024
Noel Osinski;6;0;4;24.04.2024
Mr. Garry Howell;7;2;5;24.04.2024
Sandra Jaskolski;8;1;4;24.04.2024
Jonathan Mann;9;0;4;24.04.2024
Philip Halvorson;10;5;0;24.04.2024
Dr. Carl West DDS;1;4;1;24.04.2024
Walter Upton;2;2;3;24.04.2024
Jeannette McClure;3;2;5;24.04.2024
Michael Hagenes;4;4;1;24.04.2024
Tyler Oberbrunner Sr.;5;4;3;24.04.2024
Joy Becker;6;4;0;24.04.2024
Spencer Marks;7;5;0;24.04.2024
Jessie Steuber;8;0;2;24.04.2024
Donald Ondricka;9;0;1;24.04.2024
Carolyn Tremblay;10;5;1;24.04.2024
Marguerite Senger;1;5;1;24.04.2024
Lillian Kreiger;2;0;1;24.04.2024
Albert Dickens;3;5;1;24.04.2024
Mercedes Paucek Jr.;4;4;5;24.04.2024
Kurt DuBuque;5;4;3;24.04.2024
Jacquelyn Fay;6;5;4;24.04.2024
Myra Pfannerstill;7;4;0;24.04.2024
Martha Kovacek;8;4;5;24.04.2024
Alfonso Schiller;9;3;3;24.04.2024
Steve Von DDS;10;5;5;24.04.2024
Elias Boyer;1;2;2;24.04.2024
Barbara Ritchie;2;5;5;24.04.2024
Mr. Harold Hettinger;3;4;5;24.04.2024
Dr. Stephen Towne;4;3;3;24.04.2024
Rodolfo Sanford;5;4;1;24.04.2024
Rita SchultzJacobson;6;3;4;24.04.2024
Kristi Reilly;7;3;2;24.04.2024
Madeline Lesch;8;2;4;24.04.2024
Blake Bahringer;9;4;4;24.04.2024
Bert Okuneva;10;3;5;24.04.2024
Margie Kub;1;3;1;24.04.2024
Miss Bethany QuigleyWest;2;0;2;24.04.2024
Chelsea Pfannerstill;3;3;5;24.04.2024
Alexandra Lockman;4;4;5;24.04.2024
Randal Will;5;5;3;24.04.2024
Marty Cartwright;6;3;1;24.04.2024
Rachael Wolf;7;0;2;24.04.2024
Mae Leannon;8;1;4;24.04.2024
Cora Marvin;9;3;2;24.04.2024
Mr. Milton Pollich;10;3;1;24.04.2024
Joshua Kerluke I;1;3;5;24.04.2024
Robert Walker;2;1;4;24.04.2024
Dorothy Larkin;3;1;0;24.04.2024
Dominick Howell;4;1;5;24.04.2024
Grant Harber;5;2;5;24.04.2024
Rickey WalkerLindgren;6;5;1;24.04.2024
Felipe Larkin II;7;4;2;24.04.2024
Dr. Gerard Howe;8;5;4;24.04.2024
Chad Brekke;9;4;5;24.04.2024
Marsha Schimmel;10;1;4;24.04.2024
Ms. Jennifer Wintheiser;1;1;5;24.04.2024
Steven Brown MD;2;5;5;24.04.2024
Allen OrtizNolan;3;4;2;24.04.2024
Cora Bosco;4;1;5;24.04.2024
Juanita Mertz;5;2;1;24.04.2024
Vanessa CorkerySpinka I;6;3;1;24.04.2024
Marco Moore;7;4;1;24.04.2024
Courtney Mills V;8;4;2;24.04.2024
Dr. Rolando Ward;9;3;4;24.04.2024
Sandy Shields;10;2;0;24.04.2024
Earl Stoltenberg;1;5;2;24.04.2024
Roger Conn;2;3;5;24.04.2024
Kathryn Stehr;3;3;0;24.04.2024
Luke Beatty;4;4;3;24.04.2024
Harry Beier;5;2;0;24.04.2024
Mrs. Bessie Turcotte;6;0;0;24.04.2024
Manuel Crist;7;5;5;24.04.2024
Alicia Labadie;8;5;2;24.04.2024
Adrian Dare;9;5;3;24.04.2024
Mr. Randal O'Connell;10;1;2;24.04.2024
Veronica Boyle;1;2;5;24.04.2024
Francis Gusikowski;2;1;2;24.04.2024
Bessie Wolff;3;4;4;24.04.2024
Isaac Schulist;4;5;3;24.04.2024
Connie Blick IV;5;1;3;24.04.2024
Sophia Batz;6;2;3;24.04.2024
Mr. Doug Littel;7;4;1;24.04.2024
Diane Johnson Sr.;8;1;2;24.04.2024
Rochelle Hilpert;9;2;1;24.04.2024
Monica Nicolas;10;4;5;24.04.2024
Jonathan Cummings;1;2;5;24.04.2024
Shelia Paucek IV;2;4;1;24.04.2024
Linda Towne;3;3;5;24.04.2024
Isaac Torp;4;3;0;24.04.2024
Ervin Crona;5;3;5;24.04.2024
Dr. Juan Stamm;6;0;4;24.04.2024
Keith Kshlerin;7;3;4;24.04.2024
Roger Turner;8;1;2;24.04.2024
Irvin Tromp;9;2;2;24.04.2024
Elena Torphy DDS;10;2;2;24.04.2024
Shelia Murphy;1;5;5;24.04.2024
Ginger Farrell;2;0;1;24.04.2024
Bethany Muller;3;1;4;24.04.2024
Christine Fritsch;4;3;5;24.04.2024
Dr. Ruth Hagenes;5;0;2;24.04.2024
Kay Lowe;6;0;0;24.04.2024
Emilio Wyman;7;4;0;24.04.2024
Genevieve Johnson;8;0;2;24.04.2024
Mr. Frederick Champlin;9;1;4;24.04.2024
Phyllis Roob;10;3;4;24.04.2024
Mrs. Natalie Kozey;1;3;4;24.04.2024
Leroy Mayert;2;2;2;24.04.2024
Opal Ziemann;3;0;1;24.04.2024
